date,islet,glucose,cell_number,cell_type
20210716,P3H1,2mM,3,alpha
20210716,P3H1,2mM,4,alpha
20210716,P3H1,2mM,5,alpha
20210716,P3H1,2mM,6,alpha
20210716,P3H1,2mM,7,alpha
20210716,P3H1,2mM,8,alpha
20210716,P3H1,2mM,9,alpha
20210716,P3H1,2mM,10,alpha
20210716,P3H1,2mM,11,alpha
20210716,P3H1,2mM,12,alpha
20210716,P3H1,2mM,13,alpha
20210716,P3H1,2mM,14,alpha
20210716,P3H1,2mM,15,alpha
20210716,P3H1,2mM,16,alpha
20210716,P3H1,2mM,17,alpha
20210716,P3H1,2mM,18,alpha
20210716,P3H1,2mM,19,alpha
20210716,P3H1,2mM,20,alpha
20210716,P3H1,2mM,21,alpha
20210716,P3H1,2mM,22,alpha
20210716,P3H1,16mM,23,alpha
20210716,P3H1,16mM,24,alpha
20210716,P3H1,16mM,25,alpha
20210716,P3H1,16mM,26,alpha
20210716,P3H1,16mM,27,alpha
20210716,P3H1,16mM,28,alpha
20210716,P3H1,16mM,29,alpha
20210716,P3H1,16mM,30,alpha
20210716,P3H1,16mM,31,alpha
20210716,P3H1,16mM,32,alpha
20210716,P3H1,16mM,33,alpha
20210716,P3H1,16mM,34,alpha
20210716,P3H1,16mM,35,alpha
20210716,P3H1,16mM,36,alpha
20210716,P3H1,16mM,37,alpha
20210716,P3H1,16mM,38,alpha
20210716,P3H1,16mM,39,alpha
20210716,P3H1,16mM,40,alpha
20210716,P3H1,16mM,41,alpha
20210716,P3H1,16mM,42,alpha
20210716,P3H1,16mM,43,alpha
20210716,P3H1,16mM,44,alpha
20210716,P3H1,16mM,45,alpha
20210923,P2H1,2mM,4,beta
20210923,P2H1,2mM,6,beta
20210923,P2H1,2mM,7,beta
20210923,P2H1,2mM,36,beta
20210923,P2H1,2mM,37,beta
20210923,P2H1,2mM,38,beta
20210923,P2H1,2mM,39,beta
20210923,P2H1,16mM,48,beta
20210923,P2H1,16mM,50,beta
20210923,P2H1,16mM,51,beta
20210923,P2H1,16mM,80,beta
20210923,P2H1,16mM,81,beta
20210923,P2H1,16mM,82,beta
20210923,P2H1,16mM,83,beta
20210923,P2H1,2mM,0,alpha
20210923,P2H1,2mM,2,alpha
20210923,P2H1,2mM,3,alpha
20210923,P2H1,16mM,4,alpha
20210923,P2H1,16mM,6,alpha
20210923,P2H1,16mM,7,alpha
20210923,P2H2,2mM,2,alpha
20210923,P2H2,2mM,5,alpha
20210923,P2H2,2mM,6,alpha
20210923,P2H2,2mM,7,alpha
20210923,P2H2,16mM,12,alpha
20210923,P2H2,16mM,15,alpha
20210923,P2H2,16mM,16,alpha
20210923,P2H2,16mM,17,alpha
20210923,P2H3,2mM,1,beta
20210923,P2H3,2mM,9,beta
20210923,P2H3,2mM,13,beta
20210923,P2H3,2mM,14,beta
20210923,P2H3,2mM,15,beta
20210923,P2H3,2mM,16,beta
20210923,P2H3,2mM,18,beta
20210923,P2H3,2mM,19,beta
20210923,P2H3,2mM,25,beta
20210923,P2H3,2mM,26,beta
20210923,P2H3,16mM,28,beta
20210923,P2H3,16mM,36,beta
20210923,P2H3,16mM,40,beta
20210923,P2H3,16mM,41,beta
20210923,P2H3,16mM,42,beta
20210923,P2H3,16mM,43,beta
20210923,P2H3,16mM,45,beta
20210923,P2H3,16mM,46,beta
20210923,P2H3,16mM,52,beta
20210923,P2H3,16mM,53,beta
20210923,P2H3,2mM,0,alpha
20210923,P2H3,2mM,2,alpha
20210923,P2H3,2mM,3,alpha
20210923,P2H3,2mM,4,alpha
20210923,P2H3,2mM,5,alpha
20210923,P2H3,2mM,7,alpha
20210923,P2H3,16mM,8,alpha
20210923,P2H3,16mM,10,alpha
20210923,P2H3,16mM,11,alpha
20210923,P2H3,16mM,12,alpha
20210923,P2H3,16mM,13,alpha
20210923,P2H3,16mM,15,alpha
